Well,Active_electrodes,Spikes,Mean Firing Rate,Mean Inter-Spike interval,Median Inter-Spike interval,Ratio median ISI over mean ISI,Inter-spike interval variance,Coefficient of variation ISI,Partial Autocorrelaction Function ISI,Bursts,Mean Burst Rate,Mean Burst Length,Burst Length Variance,Burst Length Coefficient of Variation,Mean Inter-Burst Interval,Variance Inter-Burst Interval,Coefficient of Variation IBI,Partial Autocorrelation Function IBI,Mean Intra-Burst Firing Rate,Mean Spikes per Burst,Mean Absolute Deviation Spikes per Burst,Isolated Spikes,Mean Absolute Spike Amplitude,Median Absolute Spike Amplitude,Coefficient of Variation Absolute Spike Amplitude,Network Bursts,Mean Network Burst Duration,Mean Network Burst Core Duration,Coefficient of Variation Network Burst Core Duration,Network Inter-Burst Interval,Partial Autocorrelation Function NIBI,Network Burst to Network Burst Core ratio,NIBI Variance,Coefficient of Variation NIBI,Mean Spikes per Network Burst,Network Burst Firing Rate,Network Burst ISI,Portion of Spikes in Network Bursts,Portion of Bursts in Network Bursts,Ratio Left Outer NB over NB Core,Ratio Right Outer NB over NB Core,Ratio Left Outer over Right Outer NB,Participating Electrodes
1.0,0.16666666666666666,25.333333333333332,2.026666666666667,0.5918128205128205,0.7914750000000002,1.4291228833817302,0.23397287703594136,0.7395417176755998,-0.5516014318355654,0.0,0.0,,,,,,,,,,,,7412.248636048527,7272.506388446455,0.15818687017222008,0,,,,,,,,,,,,,,,,,
2.0,0.8888888888888888,28.8125,2.305,0.4802324518014758,0.6027046875000002,1.2345811469417787,0.13577706920481641,0.7018727714570716,-0.47738455475627783,0.0,0.0,,,,,,,,,,,,22231.611364709293,24044.67336096791,0.23706052994384658,0,,,,,,,,,,,,,,,,,
3.0,0.2777777777777778,26.8,2.1439999999999997,0.4870777709137709,0.5897649999999999,1.2494245644164248,0.04436829179857251,0.45589920298254655,-0.23530216763891332,0.0,0.0,,,,,,,,,,,,40519.349957424194,44295.53554258098,0.2776665516815887,0,,,,,,,,,,,,,,,,,
