Well,Active_electrodes,Spikes,Mean Firing Rate,Mean Inter-Spike interval,Median Inter-Spike interval,Ratio median ISI over mean ISI,Inter-spike interval variance,Coefficient of variation ISI,Partial Autocorrelaction Function ISI,Bursts,Mean Burst Rate,Mean Burst Length,Burst Length Variance,Burst Length Coefficient of Variation,Mean Inter-Burst Interval,Variance Inter-Burst Interval,Coefficient of Variation IBI,Partial Autocorrelation Function IBI,Mean Intra-Burst Firing Rate,Mean Spikes per Burst,Mean Absolute Deviation Spikes per Burst,Isolated Spikes,Mean Absolute Spike Amplitude,Median Absolute Spike Amplitude,Coefficient of Variation Absolute Spike Amplitude,Network Bursts,Mean Network Burst Duration,Mean Network Burst Core Duration,Coefficient of Variation Network Burst Core Duration,Network Inter-Burst Interval,Partial Autocorrelation Function NIBI,Network Burst to Network Burst Core ratio,NIBI Variance,Coefficient of Variation NIBI,Mean Spikes per Network Burst,Network Burst Firing Rate,Network Burst ISI,Portion of Spikes in Network Bursts,Portion of Bursts in Network Bursts,Ratio Left Outer NB over NB Core,Ratio Right Outer NB over NB Core,Ratio Left Outer over Right Outer NB,Participating Electrodes
1.0,0.4444444444444444,27.958333333333332,2.236666666666667,0.4956061060387887,0.6236052083333333,1.2619912426373239,0.12900804989073955,0.655336896302195,-0.4362278337417378,0.0,0.0,,,,,,,,,,,,24189.136563775635,26167.082110572115,0.23566091033442285,0,,,,,,,,,,,,,,,,,
